,3101,3102,3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117,3118,3119,3120,3121,3122,3123,3124,3125,3126,3127,3128,3129,3130,3131,3132,3133,3201,3202,3203,3204,3205,3206,3207,3208,3209,3210,3211,3212,3213,3214,3215,3216,3217,3218,3219,3220,3221,3222,3223,3224,3225,3226,3227,3228,3229,3230,3231,3232,3233,3234,3235,3236,3237,3238,3239,3240,3241,3242,3243,3244,3245,3246,3301,3302,3303,3304,3305,3306,3307,3308,3401,3402,3403,3404,3405,3406,3407,3408,3501,3502,3503,3504,3505,3506,3507,3508,3509,3510,3511,3512,3513,3514,3515,3516,3517,3518,3519,3520,3521,3522,3523,3524,3525,3526,3527,3528,3529,3530,3531,3532,3533,3534,3535,3536,3537,3538,3539,3540,3541,3542,3543,3544,3545,3546,3547,3548,3549,3550,3551,3552,3553,3554,3555,3556,3557,3558,3559,3560,3561,3562,3563,3564,3565,3566,3567,3568,3569,3570,3571,3572,3573,3574,3575,3576,3577,3578,3579,3580,3581,3582,3583,3584,3585,3586,3587,3588,3589,3590,3591,3592,3593,3594,3595,3596,3597,3598,3601,3602,3603,3604,3605,3606,3607,3608,3609,3610,3611,3612,3613,3701,3702,3703,3704,3705,3706,3707,3708,3709,3710,3711,3712,3801,3802,3803,3804,3805,3806,3807,3808,3809,3810,3811,3812,3813,3814,3815,3817,3818,3819,3820,3821,3822,3823,3824,3825,3826,3827,3828,3829,3830,3831,3832,3833,3834,3835,3836,3837,3838,3839,3840,3841,3842,3843,3844,3845,3846,3847,3848,3849,3850,3851,3852,3853,3854,3855,3856,3857,3858,3859,3860,3861,3862,3863,3864,3865,3866,3867,3868,3869,3870,3871,3872,3873,3874,3875,3876,3877,3878,3879,3880,3881,3882,3883,3884,3885,3886,3887,3888,3889,3890,3891,3892,3893,3894,3895,3896,3897,3898,3899,3901,3902,3903,3904,3905,3906,3907,3908,3909,3910,3911,3912,3913,272-
云林县,89558,173615,81421,655767,306955,522300,116911,545,320,0,0,84943,23453,0,0,0,0,0,10193,55737,5922,11371,0,201,0,5332,3939,579,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,28,79,0,0,0,0,11,3,438,0,0,1030,0,97,15,0,2,0,0,0,91,0,0,0,4,263,21,20,5,8184,0,11,1,0,5591,40,852,0,0,5369,39645,44,0,0,16,0,1830,0,9001,0,0,0,0,0,4118,0,0,0,0,80,0,0,0,0,2324,13,0,0,0,0,0,0,0,29,133,0,3,4815,577,418,8,0,0,0,2,0,0,0,70,15,0,840,35,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,82969,3885,80,295,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,33,492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28145,0,0,11,0,0,0
嘉义县,52035,42522,103335,210799,118741,228328,194060,1287,0,3598,0,79613,21690,0,77741,0,0,0,3753,22658,796,783,0,249,18000,62,100,273,56717,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,28,1,4,31,0,0,3,0,0,0,0,57,1225,247,0,0,18161,16837,27901,0,0,12303,799,14535,0,463,9131,11744,690,0,0,55,0,549,0,0,0,755,192,0,362,4001,0,0,0,0,601,0,0,0,0,2017,79,19,0,0,0,0,0,0,311,654,0,590,3103,502,421,122,0,139,0,0,237,1522,0,8129,270,327,9554,4,10,0,70,43,1,0,761275,0,0,0,0,0,0,0,0,0,66774,3664,16681,12766,0,0,0,0,0,0,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,33,0,0,132,72220,3774,281,930,0,0,0,0,8732,0,0,0,36,39,0,9521,25272,6591,0,3862,0,0,0,0,0,1817,1934,246,209,0,0,0,13335,0,0,0,2700,13139,0,0,1316,0,0,0,38,3,0,146,775,0,194,43,78,0,6,88,0,20,19,2778,0,1248,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,70,0,0,0,0,0,0,0,48461,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,34951,0,0,1,0,0,0
台南县,122717,2298,8615,180463,112309,31381,184074,1581,2942,37390,820,287232,82600,6267,42450,0,0,0,10833,69525,100,107,0,543,1632897,42,49,369,2474,0,0,0,0,0,0,0,73,1058,0,2000,1916,23292,37751,0,0,0,0,0,0,0,0,3924,330,30,180,189,280,0,1898,160,0,16,2,462,569,9,47,0,49342,47,1731,0,0,38,169,420,110,0,20,14994,0,0,22,0,49545,140,2911,35571,0,33270,0,18114,0,0,25,0,0,0,0,0,0,0,0,253,1118,0,0,0,0,50,0,0,0,0,6424,675,394,1000,0,0,343,0,0,2906,944,401,0,1775,3607,3348,216,0,297,0,0,1184,915,109,11116,0,221,139576,210,0,0,5,1,0,0,0,208314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4930,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,27,173363,5191,86,388,18,0,942,0,72254,0,9145,46,0,48,0,0,9485,3939,0,1461,0,0,0,0,0,326,2880,0,102,3689,0,0,7911,164,0,0,120,2795,0,0,0,737,4,0,0,0,3,100,0,0,9,103,43,0,0,48,0,0,367,4985,0,12447,0,0,0,0,0,0,17340,0,0,0,0,0,1381,692,0,23220,0,0,1,0,280000,0,0,0,3,0,0,0,0,316,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,306,0,8215,0,0,7697,96016,120,0,0,0,4287,0,0,0,0,0,0,0,0,1,133250,0,0,31,0,0,0
高雄县,893999,52538,26758,479419,158031,23912,144592,40,40,7716,3231,83191,23137,0,0,0,0,0,9411,50658,242,279,0,530,0,32,61,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,0,0,412,0,1115,5113,0,0,3,109,103,7,0,1,0,0,78,0,0,0,114,23,13,0,0,12066,0,28547,51,0,4954,4805,0,0,0,29659,7339,35949,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,1200,0,0,0,0,0,0,0,5721,229,1012,552,805,1061,140,736,52,0,10,0,0,850,1203,1000,0,0,0,5557,0,0,0,0,0,0,0,2400000,89878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5874,0,39499,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,228394,2751,331,198,22390,0,1012260,13000,13258,0,930,0,47,0,0,70252,30600,430,4,4351,0,0,0,0,0,1359,3786,170,4203,141,0,1405,0,1706,0,8,10,2230,0,0,0,0,0,0,0,0,7,0,0,0,20,17,180,0,0,615,0,6,109,2155,0,0,0,0,0,0,44569,0,0,0,0,0,0,0,0,0,0,0,2000,140,0,0,13450,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2616,0,0,0,0,2100,0,201,0,4920,0,0,60,193,15,0,0,0,0,204925,0,0,6,0,0,0
屏东县,4310,0,600,167212,150,797,58909,0,1672,10795,150,81268,20757,0,0,0,0,0,7814,48181,576,584,0,58,0,16,29,80,232755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,7,0,0,2,0,0,0,1,2,0,17,0,13611,12,205,0,0,3066,0,200,0,19,295,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4116,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,155,165,0,0,0,0,43,8,0,0,0,0,0,875,200,180,0,0,4450,154,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43484,1283,260,195,0,0,0,127,3024,0,0,0,0,0,0,0,5136,0,0,0,0,0,0,0,0,0,0,0,129,25,0,0,39,0,0,0,0,2173,0,0,420,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1955,978,0,61,0,0,46,436,0,0,0,0,0,51720,0,0,0,0,0,0
台东县,972156,0,520,16305,62834,0,2208,0,0,0,3779,31035,7818,0,0,0,0,0,423,2806,38,54,0,89,0,12,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,400,9407,0,0,0,0,3283,0,104,727,0,3995,17644,75,0,0,17,0,0,0,0,0,0,0,0,0,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15033,1788,0,1574,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6966,0,0,0,0,212,0
花莲县,441761,0,0,1060,29511,0,3960,0,0,0,9890,28047,9446,0,0,0,0,0,70,414,212,312,0,195,0,60,99,2,66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,0,12737,0,0,0,0,1578,0,421,73800,0,1646,0,25,0,0,18,0,0,13876,0,0,0,0,0,0,4034,0,0,0,18250,10661,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,33069,369,0,332,0,0,0,0,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,7806,0,0,0,0,0,0
澎湖县,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,4,23,15,30,0,12,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,465,0,785,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2068,0,0,0,0,0,0,0,0,0,0,0,25498,0,0,0,0,0,0
基隆市,0,0,30600,0,0,0,350,1800,3229,11586,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,4,94,0,0,0,0,0,0,0,0,1416,0,0,5659,0,0,1006,0,0,0,4702,0,0,0,0,0,0,0,893,0,192,0,0,0,7,0,0,0,64,887,0,360,0,0,0,108,0,0,0,0,638,0,0,0,21405,870,18877,0,0,805,0,315,0,0,0,0,0,0,0,30,28521,0,0,0,0,0,0,0,0,0,0,38596,81600,0,15268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,4683,0,0,0,0,0,0,442,90,440,0,0,28577,344,1940,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3525,19408,0,1229,0,400,800,11544,6834,0,0,0,0,0,41,3,0,83,156,0,0,1560,17,153,0,0,0,0,0,152,0,0,23,0,6,0,0,6,47,0,944,63,0,148,8,3034,0,5,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,14,9,0,0,0,72,0,30,0,1,0,0,0,0,0,24530,0,0,0,6,118,0,0,6825,430,0,0,0,25000,0,0,22815,0,148166,0,0,0,0,0,227319,344334,0,320,0,0,0,0,0,0,0,0,0,51043,0,0,0,0,0,0
台中市,0,0,629,1130,24678,279,37959,0,0,35704,0,21952,6263,0,0,11,532,0,692,3590,23,25,0,134,280,386,396,187,194588,0,0,0,0,0,0,0,0,0,5,1853,625,11657,0,0,0,0,0,30,0,0,0,0,821,0,0,14093,0,0,0,0,0,0,19,8,28,6,1,0,14774,25,50,1,1,0,0,20,26,2,5,96301,0,230,255,521,117606,19729,20819,651,0,9656,2909,1246,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,16,0,5,0,0,210,1465,935,470,1257,7703,4785,10168,190,47,0,0,0,3939,3054,14719,195,586,255,263165,38,1186,2,6332,41,0,0,546366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,2,0,10022,659,0,0,57,110,37098,1166,0,874,0,0,0,0,0,0,0,0,0,0,0,30238,17686,132,0,82,0,0,0,0,3,206,0,10,661,1037,0,0,75,842,0,444,463,15396,0,0,6740,201399,451,103,50,904,1485,159,481,142,645,306,3730,0,0,481,509,304,211,18665,0,8860,1445,22,0,8266,10,0,7845,16,15897,0,2964,970,0,1010,0,60,0,182,0,0,120400,24,0,72,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,282,0,0,800,0,1210,0,0,0,7693,0,0,120,0,1,0,0,0,0,9957,0,0,71,0,0,0
台南市,90233,0,3672,65155,135170,5000,92585,0,10004,7731,0,0,0,0,5241,0,0,0,4934,27228,6,6,0,83,7000,165,176,58,0,0,0,0,0,0,0,0,0,0,322,1894,8855,12736,15326,0,47,0,0,0,53,0,0,4,1785,3196,1806,1849,1115,0,2058,164,75,0,27,9,329,321,49,5,0,1,6,0,1,0,766,1412,135,43,140,59807,0,0,646,112,17634,587,10306,0,0,70,400,0,0,54,317,547,9239,0,13900,0,0,4236,0,376,0,0,0,0,0,0,0,0,0,0,5308,407,0,49,0,0,291,0,69,661,2052,267,182,5028,2745,33961,1122,0,314,0,0,7938,47178,2636,84211,774,1799,135732,292,86,7,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,95,0,0,0,0,14,80,1508,0,0,0,0,0,0,0,0,18,0,0,478,0,5270,9536,2386,0,88,0,0,0,0,55,316,3437,158,3103,3133,0,10673,0,0,20,16,624,83,0,0,0,520,27,68,0,169,233,593,67,12,964,116,31,4048,0,33,23,97,454,13358,100,48603,0,91,0,0,12,0,60298,0,60,5650,137,0,6179,245178,0,6117,6241,2345,18,0,0,2839,0,35,1167,56,0,0,0,1177,0,1551,56,0,0,0,0,0,46530,0,0,0,0,0,0,0,0,2002,0,4964,0,0,25198,12004,55822,751,476,0,6658,0,0,0,0,0,0,0,0,2,30021,0,0,339,0,0,0
高雄市,0,0,173,0,0,0,13910,572,18624,25794,0,0,0,0,0,4,0,0,6050,32731,101,127,0,877,0,67,85,15,0,0,0,0,0,0,0,59,0,6845,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,1061,162,0,0,2,4,479,1052,0,30,250,0,133,1261,1,0,84,1160,336,54,302,4,186105,0,213479,0,1188,93168,4080,29526,0,0,15836,10824,58885,0,0,149,214357,28063,43487,22927,34813,0,6698,201,283,0,0,0,113000,0,115394,0,168118,12200,26518,3616,0,0,2519,78191,0,0,0,13276,51292,1090,5405,7660,6186,6678,40305,6784,616,0,0,0,46367,6293,3387,18558,8185,0,101160,58,404,8,647,51,0,195,12518208,134417,702923,46290,715217,1195737,2818826,159203,41367,85894,0,0,281,11,0,5039,0,0,0,4438,0,0,45609,0,592,0,100254,0,31,70,0,0,1,0,6,0,46,1,0,0,0,0,1,23,85153,1622,500,2206,41744,855,1737561,1183010,5167,0,375,0,1,18666,102,231652,132827,142994,0,14952,18569,2384,2824,26546,14636,9428,6108,3293,5548,2156,1611,2530,104387,1440,2,507,515,4830,0,0,700,37667,0,15,3667,164,12,31,9,0,428,195,62,0,0,124,0,0,166,23941,10,790,275,4027,0,15050,0,1000,0,0,0,0,0,0,0,0,0,0,0,3920,12,0,58003,51,28,1033,8,1568,0,0,0,38322,0,114052,2231,0,0,0,113301,265613,2588631,157063,64993,17,1,0,0,0,0,158819,16748,209705,0,0,38043,17573,990,47595,99943,0,15814,0,0,0,0,0,54,0,8,0,39625,0,0,1361,292,0,0
sum,4459690,802214,569824,4135709,3226009,1668921,1578380,54350,88595,365740,24669,733579,206110,6991,125432,29467,14265,8282,75465,415271,13930,20825,1372,7820,5346006,9367,13724,3809,1081865,775231,16601,70,777,29684,3326,32444,31785,12752,23100,116574,31386,727622,104149,7019,5694,7038,384,7015,5907,66,356,8266,32679,33406,89809,40283,34522,13978,87988,19645,3527,5021,2041,3472,13927,3572,2114,3199,5624787,437,5774,22,105,1536,4350,8667,1016,1272,4286,1089105,32838,315651,2456,8969,909263,99802,355055,122625,16426,387197,192338,141968,113,142,4362,507337,156429,63077,51071,147088,52484,15645,201,1274,18940,8516,153725,194600,18250,148918,2383,401144,13757,178158,415406,25427,1708,116926,106091,1197,3028,23464,82825,108970,20063,16049,25959,84732,44904,175115,22745,2362,1917,608,2098,359184,119678,31663,358701,168029,20594,995718,23019,8329,637,34762,1383,163,195,24230657,1882201,810432,46290,715217,1220452,2823462,159203,41367,85894,66774,4870,17049,18372,0,5039,53519,0,65359,9368,39597,0,45609,0,622,45379655,136337,296248,3833,5069,61,32,43,65,1324,2507,725,544,33412,11008,1647,86222,87,1682,1897502,43351,3007,20708,83638,9599,5288622,3042327,215625,1772804,131108,864,37150,108453,13813,453085,501427,220788,1853,36921,19518,24614,25045,26546,15198,37141,35726,9460,25607,22459,1611,29646,149572,8790,700,6034,5322,105455,0,2287,14334,787870,1140,6017,5111,4800,16047,4229,2164,916,5685,1729,25033,56426,2723,5213,1042,32737,5158,203963,6754,366142,44480,13313,8227,140152,50988,665152,562756,23257,204185,68755,91713,39075,22240,294951,11920,282543,207645,140849,692,8078,6698942,28584,641,6966,2992,5049,64,810,9589,128976,43599,479373,12143,88189,43946,294349,149941,687568,7237610,1774824,116962,17,201,22291,11457824,279237,19222,240459,34170,2435148,65,10852,165877,172518,143236,279711,450929,153,70176,151119,19030,2138,1654,85,3711,830,234,28,942656,9939,21386,12110,555,581,0
